File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF470UHX	bam	bam		alignments	GRCh38	ENCSR834DQL	long read RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2019-06-28	ENCODE				2	2_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF978TOO/, /files/ENCFF911UGW/	176043861	ENCODE Processing Pipeline	a9b0969d5829e1de92e7cd9db75864c1		https://www.encodeproject.org/files/ENCFF470UHX/@@download/ENCFF470UHX.bam	V29			released	s3://encode-public/2020/08/07/06fce152-95e4-4a23-814c-53189c219ae2/ENCFF470UHX.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF054YYA	bam	bam		alignments	GRCh38	ENCSR834DQL	long read RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2019-06-28	ENCODE				1	1_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF911UGW/, /files/ENCFF102RHW/	98517409	ENCODE Processing Pipeline	39d1d5a6f866543c85602bf2ad13c67d		https://www.encodeproject.org/files/ENCFF054YYA/@@download/ENCFF054YYA.bam	V29			released	s3://encode-public/2020/08/07/179e7680-2582-45dc-85e2-2c869d48f536/ENCFF054YYA.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF661OEY	bam	bam		alignments	GRCh38	ENCSR983KDL	long read RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2021-02-20	ENCODE				1	1_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF911UGW/, /files/ENCFF515YRZ/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	562568498	ENCODE Processing Pipeline	73d6ec59af80f4508a4d6a91775cb70f		https://www.encodeproject.org/files/ENCFF661OEY/@@download/ENCFF661OEY.bam	V29			released	s3://encode-public/2021/01/23/346080a1-ebc3-498d-abb3-8de6895f214b/ENCFF661OEY.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF645UVN	bam	bam		alignments	GRCh38	ENCSR983KDL	long read RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2021-02-20	ENCODE				2	2_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF475XQX/, /files/ENCFF911UGW/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	527156336	ENCODE Processing Pipeline	eea6a9fa85d5cbbe1690b628027cb2a5		https://www.encodeproject.org/files/ENCFF645UVN/@@download/ENCFF645UVN.bam	V29			released	s3://encode-public/2021/01/23/e032dacf-4af2-4a53-8804-54ae409916dd/ENCFF645UVN.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF850YMO	bam	bam		alignments	GRCh38	ENCSR777CCI	long read RNA-seq	/human-donors/ENCDO520EJG/	NTR:0000494	left ventricle myocardium superior	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-02-20	ENCODE				1	1_1							/files/ENCFF911UGW/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF560GYE/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	290127350	ENCODE Processing Pipeline	0ea6fe457d260dc6f832bc81463b3712		https://www.encodeproject.org/files/ENCFF850YMO/@@download/ENCFF850YMO.bam	V29			released	s3://encode-public/2021/01/23/53713e1f-f3c3-43c9-9239-ec15fc662e08/ENCFF850YMO.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF291EKY	bam	bam		alignments	GRCh38	ENCSR435UUS	long read RNA-seq	/human-donors/ENCDO520EJG/	UBERON:0002078	right cardiac atrium	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-02-20	ENCODE				1	1_1							/files/ENCFF911UGW/, /files/ENCFF330VRX/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	180205763	ENCODE Processing Pipeline	558628951a01447a7148094f66728bc3		https://www.encodeproject.org/files/ENCFF291EKY/@@download/ENCFF291EKY.bam	V29			released	s3://encode-public/2021/01/23/0bc0c6ee-125b-4ba6-b6dc-5f6ddf52b812/ENCFF291EKY.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF132YCF	bam	bam		alignments	GRCh38	ENCSR786FLO	long read RNA-seq	/human-donors/ENCDO520EJG/	NTR:0000493	left ventricle myocardium inferior	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-02-20	ENCODE				1	1_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF911UGW/, /files/ENCFF755YKI/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	343901989	ENCODE Processing Pipeline	451f409dadb47e276c9a7ffc1930d55c		https://www.encodeproject.org/files/ENCFF132YCF/@@download/ENCFF132YCF.bam	V29			released	s3://encode-public/2021/01/23/912096f4-5f77-48ad-baaa-36c3777033e8/ENCFF132YCF.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF903XBV	bam	bam		alignments	GRCh38	ENCSR998KIZ	long read RNA-seq	/human-donors/ENCDO343AAA/	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens											polyadenylated mRNA					forward	2021-12-13	ENCODE				1	1_1							/files/ENCFF911UGW/, /files/ENCFF120RHU/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	436999399	ENCODE Processing Pipeline	406de197275fd0da7875baff6fae0711		https://www.encodeproject.org/files/ENCFF903XBV/@@download/ENCFF903XBV.bam	V29			released	s3://encode-public/2021/12/13/b836655c-a508-42da-8d40-1e43a6f6eaf8/ENCFF903XBV.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF349CHO	bam	bam		alignments	GRCh38	ENCSR998KIZ	long read RNA-seq	/human-donors/ENCDO343AAA/	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens											polyadenylated mRNA					forward	2021-12-13	ENCODE				2	2_1							/files/ENCFF960GPB/, /files/ENCFF911UGW/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	410703736	ENCODE Processing Pipeline	4dacf6c8e3ee06ca272c734438838ea9		https://www.encodeproject.org/files/ENCFF349CHO/@@download/ENCFF349CHO.bam	V29			released	s3://encode-public/2021/12/13/a9fa72c9-b34c-40c9-8aec-14ed4e6ede3c/ENCFF349CHO.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF173JOL	bam	bam		alignments	GRCh38	ENCSR591OZR	long read RNA-seq	/human-donors/ENCDO520EJG/	NTR:0000491	Right ventricle myocardium inferior	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-02-20	ENCODE				1	1_1							/files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF911UGW/, /files/ENCFF656BTN/	158287626	ENCODE Processing Pipeline	7abd5a1fe535104786fa1d3bbaa55557		https://www.encodeproject.org/files/ENCFF173JOL/@@download/ENCFF173JOL.bam	V29			released	s3://encode-public/2021/01/23/214b8e79-2e9c-4dd7-bb08-16051c53493e/ENCFF173JOL.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF373TKM	bam	bam		alignments	GRCh38	ENCSR507JOF	long read RNA-seq	/human-donors/ENCDO882UJI/	EFO:0009747	WTC11	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2021-05-04	ENCODE				1	1_1							/files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF911UGW/, /files/ENCFF166IXJ/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	878433020	ENCODE Processing Pipeline	4dc9013c1315114604ff0e25697972eb		https://www.encodeproject.org/files/ENCFF373TKM/@@download/ENCFF373TKM.bam	V29			released	s3://encode-public/2021/09/27/15ac3292-6eb0-4701-b0a1-0fca0eff77ff/ENCFF373TKM.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF985LGZ	bam	bam		alignments	GRCh38	ENCSR507JOF	long read RNA-seq	/human-donors/ENCDO882UJI/	EFO:0009747	WTC11	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2021-05-04	ENCODE				2	2_1							/files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF911UGW/, /files/ENCFF169CBQ/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	393981849	ENCODE Processing Pipeline	34404865ca04fd00e407684a1f43dec6		https://www.encodeproject.org/files/ENCFF985LGZ/@@download/ENCFF985LGZ.bam	V29			released	s3://encode-public/2021/09/27/e4d79c4e-a437-4a96-a650-b9718149bd80/ENCFF985LGZ.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF388HXU	bam	bam		alignments	GRCh38	ENCSR507JOF	long read RNA-seq	/human-donors/ENCDO882UJI/	EFO:0009747	WTC11	cell line	Homo sapiens											polyadenylated mRNA					unstranded	2021-05-04	ENCODE				3	3_1							/files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF708JUG/, /files/ENCFF911UGW/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	873221328	ENCODE Processing Pipeline	d59c8c2251093f53c34ceadbe0ab455e		https://www.encodeproject.org/files/ENCFF388HXU/@@download/ENCFF388HXU.bam	V29			released	s3://encode-public/2021/09/27/eef5f819-ed64-4986-846b-f615b6775814/ENCFF388HXU.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF319FBW	bam	bam		alignments	GRCh38	ENCSR071IHY	long read RNA-seq	/human-donors/ENCDO336AAA/	CL:0000127	astrocyte	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA					forward	2021-08-02	ENCODE				1	1_1							/files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF672WCL/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF911UGW/	196007505	ENCODE Processing Pipeline	440ddbadb4e6b803cf9b8b1e584f2ba7		https://www.encodeproject.org/files/ENCFF319FBW/@@download/ENCFF319FBW.bam	V29			released	s3://encode-public/2021/07/20/a745533f-6d1e-46fb-8df3-16910e044815/ENCFF319FBW.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF992ZVE	bam	bam		alignments	GRCh38	ENCSR071IHY	long read RNA-seq	/human-donors/ENCDO336AAA/	CL:0000127	astrocyte	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA					forward	2021-08-02	ENCODE				2	2_1							/files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF011XVU/, /files/ENCFF911UGW/	132509246	ENCODE Processing Pipeline	cd4dafa4e539c1f52d4dffeb85ef6c15		https://www.encodeproject.org/files/ENCFF992ZVE/@@download/ENCFF992ZVE.bam	V29			released	s3://encode-public/2021/07/20/897c4c6d-c26f-464c-b788-1d2e251fe262/ENCFF992ZVE.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF886FZQ	bam	bam		alignments	GRCh38	ENCSR450GAR	long read RNA-seq	/human-donors/ENCDO856ZOJ/	UBERON:0008971	left colon	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-06-10	ENCODE				1	1_1							/files/ENCFF911UGW/, /files/ENCFF970ZPO/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	268071008	ENCODE Processing Pipeline	1dfbb4c08d78ebaae5dbcea03c12bb58		https://www.encodeproject.org/files/ENCFF886FZQ/@@download/ENCFF886FZQ.bam	V29			released	s3://encode-public/2021/04/07/0becf524-b66e-40aa-af9f-792888973ad8/ENCFF886FZQ.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF698UNA	bam	bam		alignments	GRCh38	ENCSR243DYK	long read RNA-seq	/human-donors/ENCDO186XRB/	UBERON:0008450	psoas muscle	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-06-10	ENCODE				1	1_1							/files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF993HIM/, /files/ENCFF911UGW/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	366185689	ENCODE Processing Pipeline	dbddd6266251d139989ebeaed06894c6		https://www.encodeproject.org/files/ENCFF698UNA/@@download/ENCFF698UNA.bam	V29			released	s3://encode-public/2021/04/07/6960475c-ac6d-480d-88a7-ae32028d97ac/ENCFF698UNA.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF875QHC	bam	bam		alignments	GRCh38	ENCSR728TXV	long read RNA-seq	/human-donors/ENCDO392CRK/	UBERON:0002078	right cardiac atrium	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-06-10	ENCODE				1	1_1							/files/ENCFF548VFY/, /files/ENCFF911UGW/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	392235423	ENCODE Processing Pipeline	5d3e0c588f21562f9b3f196cb8a77da8		https://www.encodeproject.org/files/ENCFF875QHC/@@download/ENCFF875QHC.bam	V29			released	s3://encode-public/2021/04/07/c4ce2557-0ace-4c63-bef5-c05a60aaeab2/ENCFF875QHC.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF840OVC	bam	bam		alignments	GRCh38	ENCSR899GAP	long read RNA-seq	/human-donors/ENCDO520EJG/	NTR:0000492	Right ventricle myocardium superior	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-02-20	ENCODE				1	1_1							/files/ENCFF717ARV/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF911UGW/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	368526576	ENCODE Processing Pipeline	34eb2bec83fa98573700389a0653675e		https://www.encodeproject.org/files/ENCFF840OVC/@@download/ENCFF840OVC.bam	V29			released	s3://encode-public/2021/01/23/9562b7ae-15cd-4760-ab10-c8c9e40473bc/ENCFF840OVC.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF767KXS	bam	bam		alignments	GRCh38	ENCSR323XND	long read RNA-seq	/human-donors/ENCDO520EJG/	UBERON:0002171	lower lobe of right lung	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-06-10	ENCODE				1	1_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF369PVJ/, /files/ENCFF911UGW/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/	441013964	ENCODE Processing Pipeline	b81650807fd550b97bb8afbbcf0050af		https://www.encodeproject.org/files/ENCFF767KXS/@@download/ENCFF767KXS.bam	V29			released	s3://encode-public/2021/04/07/04274cdd-e802-41bb-8a5b-c59d813b85b7/ENCFF767KXS.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF626QRV	bam	bam		alignments	GRCh38	ENCSR549ELD	long read RNA-seq	/human-donors/ENCDO575WHY/	UBERON:0002099	cardiac septum	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-06-10	ENCODE				1	1_1							/files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF911UGW/, /files/ENCFF516YCH/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/	387339122	ENCODE Processing Pipeline	15f7e7499f68a3a9f9122de964df5d0d		https://www.encodeproject.org/files/ENCFF626QRV/@@download/ENCFF626QRV.bam	V29			released	s3://encode-public/2021/04/07/bf6d7479-edc8-44c1-be77-6a81d68ff5f3/ENCFF626QRV.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF171AQO	bam	bam		alignments	GRCh38	ENCSR997RFW	long read RNA-seq	/human-donors/ENCDO392CRK/	UBERON:0004992	mucosa of descending colon	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-06-10	ENCODE				1	1_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF911UGW/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF863NLH/	309369986	ENCODE Processing Pipeline	65bb91dfed37c7d34144dc68af206546		https://www.encodeproject.org/files/ENCFF171AQO/@@download/ENCFF171AQO.bam	V29			released	s3://encode-public/2021/04/07/35134d6f-bda6-493d-ac29-a5a62e3fea07/ENCFF171AQO.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF099TJN	bam	bam		alignments	GRCh38	ENCSR700EBI	long read RNA-seq	/human-donors/ENCDO575WHY/	UBERON:0000947	aorta	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-06-10	ENCODE				1	1_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF266NIM/, /files/ENCFF911UGW/	306161247	ENCODE Processing Pipeline	b421ba1f721124a69cba98a54b5acdbe		https://www.encodeproject.org/files/ENCFF099TJN/@@download/ENCFF099TJN.bam	V29			released	s3://encode-public/2021/04/07/6a166d39-eae0-40ef-b37f-43fd2f67ffeb/ENCFF099TJN.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
ENCFF449MVA	bam	bam		alignments	GRCh38	ENCSR096QUP	long read RNA-seq	/human-donors/ENCDO520EJG/	UBERON:0002170	upper lobe of right lung	tissue	Homo sapiens											polyadenylated mRNA					unstranded	2021-06-10	ENCODE				1	1_1							/files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF911UGW/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF835YYO/	461644932	ENCODE Processing Pipeline	448ed8f16f3d953a67ec1c9473a0a9ee		https://www.encodeproject.org/files/ENCFF449MVA/@@download/ENCFF449MVA.bam	V29			released	s3://encode-public/2021/04/07/9975f534-7307-4093-bf11-612a8237258a/ENCFF449MVA.bam	ENCODE4 v2.0.0 GRCh38 V29	released			
