ID	Accession	Assay name	Assay title	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR491XNW/	ENCSR491XNW	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens with multiple sclerosis; CD8-positive, alpha-beta memory T cell	CD8-positive, alpha-beta memory T cell	GEO:GSE187459	polyA plus RNA-seq of CD8-positive, alpha-beta memory T cell with multiple sclerosis.	David Hafler, Yale	ENCODE	released	/files/ENCFF083HDK/,/files/ENCFF214SPR/,/files/ENCFF938IYJ/,/files/ENCFF150POO/,/files/ENCFF575MUZ/,/files/ENCFF470HTA/,/files/ENCFF616AVZ/,/files/ENCFF421URR/,/files/ENCFF020SQE/		ENCBS757PLC	1	1		Homo sapiens	unknown													/replicates/8b2b70fc-d46c-42ee-87df-097e177095e3/				
/experiments/ENCSR038QZA/	ENCSR038QZA	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens with multiple sclerosis; naive thymus-derived CD4-positive, alpha-beta T cell	naive thymus-derived CD4-positive, alpha-beta T cell	GEO:GSE187162	polyA plus RNA-seq of naive thymus-derived CD4-positive, alpha-beta T cell with multiple sclerosis.	David Hafler, Yale	ENCODE	released	/files/ENCFF006TGD/,/files/ENCFF190WTX/,/files/ENCFF438BUG/,/files/ENCFF669BWB/,/files/ENCFF237ABA/,/files/ENCFF413IEX/,/files/ENCFF170UYU/,/files/ENCFF697MGX/,/files/ENCFF384AFH/		ENCBS040CMJ	1	1		Homo sapiens	unknown													/replicates/ad1e02e6-3e77-4fe3-90d5-6d3a554612ef/				
/experiments/ENCSR011VQI/	ENCSR011VQI	RNA-seq	total RNA-seq				Homo sapiens naive thymus-derived CD4-positive, alpha-beta T cell male adult (48 years)	naive thymus-derived CD4-positive, alpha-beta T cell	GEO:GSE219319	h.CD4.Naive_DONOR 5: 0 hour no activation	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF588NKA/,/files/ENCFF522IKA/,/files/ENCFF703UGQ/,/files/ENCFF112YFJ/,/files/ENCFF764VQB/,/files/ENCFF576REF/,/files/ENCFF745XIJ/,/files/ENCFF025LWS/,/files/ENCFF154SCZ/,/files/ENCFF185PWJ/,/files/ENCFF924CHJ/,/files/ENCFF440VNB/,/files/ENCFF227TNA/,/files/ENCFF981OYU/,/files/ENCFF130HHE/,/files/ENCFF077JAJ/,/files/ENCFF233GBY/,/files/ENCFF330RPY/,/files/ENCFF912LQE/,/files/ENCFF589OBI/		ENCBS593WOX	1	2,1		Homo sapiens	adult	48 years												/replicates/d8aada49-fc7a-4219-8f00-ee136d7c1bb7/,/replicates/3025403a-4915-4e7b-8c05-3c8db4bb4034/				
/experiments/ENCSR631GOR/	ENCSR631GOR	RNA-seq	total RNA-seq				Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE219530	human_brain_Rush ID_E7469354_BS162_ENC4_cDNA712	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF741LMR/,/files/ENCFF800HIQ/,/files/ENCFF677FGG/,/files/ENCFF917MKQ/,/files/ENCFF374VCP/,/files/ENCFF968XFH/,/files/ENCFF058CSE/,/files/ENCFF040GCB/,/files/ENCFF761SYL/,/files/ENCFF054WBU/	/disease-series/ENCSR115MIM/	ENCBS963VMK	1	1		Homo sapiens	adult	90 or above years												/replicates/3f0f4b93-264d-4924-a4ed-ad274b97a72b/				
/experiments/ENCSR363BVN/	ENCSR363BVN	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens naive B cell	naive B cell	GEO:GSE187270	polyA plus RNA-seq of naive B cell.	David Hafler, Yale	ENCODE	released	/files/ENCFF841TVF/,/files/ENCFF708FVI/,/files/ENCFF212MDH/,/files/ENCFF841HSM/,/files/ENCFF228OVL/,/files/ENCFF934JQT/,/files/ENCFF918UCH/,/files/ENCFF875HKQ/,/files/ENCFF805NHA/		ENCBS973SPF	1	1		Homo sapiens	unknown													/replicates/fff8a83f-c948-41cd-97bf-4ff5987b4ae6/				
/experiments/ENCSR077EAM/	ENCSR077EAM	RNA-seq	total RNA-seq				Homo sapiens CD4-positive, CD25-positive, alpha-beta regulatory T cell female adult (21 years)	CD4-positive, CD25-positive, alpha-beta regulatory T cell	GEO:GSE219432	h.CD4.Treg_DONOR 4: 0 hour no activation	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF226ECV/,/files/ENCFF090IML/,/files/ENCFF973FRM/,/files/ENCFF839KBS/,/files/ENCFF189KUN/,/files/ENCFF189YZU/,/files/ENCFF182ZIT/,/files/ENCFF976SCT/,/files/ENCFF622PHJ/,/files/ENCFF511STK/		ENCBS007PNL	1	1		Homo sapiens	adult	21 years												/replicates/c923c2b8-6f19-4138-b9f4-1a6bb69a0c7e/				
/experiments/ENCSR995GRL/	ENCSR995GRL	RNA-seq	total RNA-seq				Homo sapiens activated T-cell female adult (21 years) treated with 50 U/mL Interleukin-2 for 72 hours, anti-CD3 and anti-CD28 coated beads for 72 hours	activated T-cell	GEO:GSE219968	CD3+_DONOR 4: 72 Hour T cell activation (CD3.CD28 beads) + 50U/ml IL-2	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF847INL/,/files/ENCFF930BDJ/,/files/ENCFF070HJY/,/files/ENCFF039UDB/,/files/ENCFF667KNR/,/files/ENCFF681EUV/,/files/ENCFF335GRB/,/files/ENCFF541POA/,/files/ENCFF480RWH/,/files/ENCFF666WAL/,/files/ENCFF723JLN/,/files/ENCFF029BUA/,/files/ENCFF065MKX/,/files/ENCFF074GYE/,/files/ENCFF955RNU/,/files/ENCFF055HDH/,/files/ENCFF372ZGR/,/files/ENCFF546XJV/,/files/ENCFF119SKA/,/files/ENCFF287NOI/,/files/ENCFF238ROO/,/files/ENCFF454TIY/,/files/ENCFF731ODM/,/files/ENCFF935NHR/,/files/ENCFF606OGS/,/files/ENCFF845FNK/,/files/ENCFF216VYL/,/files/ENCFF193HYH/,/files/ENCFF643RUG/,/files/ENCFF065ZFA/,/files/ENCFF456PKL/,/files/ENCFF769CIH/,/files/ENCFF279KWD/,/files/ENCFF285SGT/,/files/ENCFF722LVU/,/files/ENCFF044YVV/,/files/ENCFF810MOY/,/files/ENCFF720OJV/,/files/ENCFF129KBO/,/files/ENCFF764URR/		ENCBS257FNC	1	4,2,1,3		Homo sapiens	adult	21 years	Interleukin-2,anti-CD3 and anti-CD28 coated beads	UniProtKB:P60568	50	U/mL	72	hour						/replicates/36f532f5-c7fe-42d6-806a-4a59abb4b500/,/replicates/323147e6-2870-4e31-9bd7-f65c3c28d6b4/,/replicates/5f571c60-1ed4-4b3b-9454-580c10a75c41/,/replicates/207997d1-a434-492a-9828-fe4274c7037c/				
/experiments/ENCSR972TMF/	ENCSR972TMF	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens immature natural killer cell	immature natural killer cell	GEO:GSE187888	polyA plus RNA-seq of immature natural killer cell.	David Hafler, Yale	ENCODE	released	/files/ENCFF193SVM/,/files/ENCFF907PBD/,/files/ENCFF197IPB/,/files/ENCFF590DKO/,/files/ENCFF937GHU/,/files/ENCFF463NGY/,/files/ENCFF255XIK/,/files/ENCFF413ZWN/,/files/ENCFF185ARL/		ENCBS142IVK	1	1		Homo sapiens	unknown													/replicates/74c4ac45-2e8f-410e-a815-42f32be975d6/				
/experiments/ENCSR266LHQ/	ENCSR266LHQ	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens CD4-positive, alpha-beta memory T cell	CD4-positive, alpha-beta memory T cell	GEO:GSE187227	polyA plus RNA-seq of CD4-positive, alpha-beta memory T cell	David Hafler, Yale	ENCODE	released	/files/ENCFF102PZP/,/files/ENCFF064DWD/,/files/ENCFF313KNT/,/files/ENCFF383IKA/,/files/ENCFF599RMI/,/files/ENCFF928SSL/,/files/ENCFF894VHR/,/files/ENCFF293CEK/,/files/ENCFF171CVM/		ENCBS802GRA	1	1		Homo sapiens	unknown													/replicates/23335e35-9ae2-4d89-8619-ac067cd160fa/				
/experiments/ENCSR377HQQ/	ENCSR377HQQ	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens with multiple sclerosis; CD4-positive, alpha-beta memory T cell	CD4-positive, alpha-beta memory T cell	GEO:GSE187340	polyA plus RNA-seq of CD4-positive, alpha-beta memory T cell with multiple sclerosis.	David Hafler, Yale	ENCODE	released	/files/ENCFF455VGV/,/files/ENCFF576DZT/,/files/ENCFF236OGY/,/files/ENCFF368ZGL/,/files/ENCFF835EAJ/,/files/ENCFF558INU/,/files/ENCFF289ZRT/,/files/ENCFF268TKE/,/files/ENCFF907UUO/		ENCBS702KJW	1	1		Homo sapiens	unknown													/replicates/eadfd142-d51e-4f37-bbec-25037395a122/				
/experiments/ENCSR307FAG/	ENCSR307FAG	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens naive B cell	naive B cell	GEO:GSE187443	polyA plus RNA-seq of naive B cell.	David Hafler, Yale	ENCODE	released	/files/ENCFF798AHD/,/files/ENCFF090UVX/,/files/ENCFF297RZM/,/files/ENCFF769MSN/,/files/ENCFF400BCF/,/files/ENCFF775YUU/,/files/ENCFF417QDC/,/files/ENCFF592IAX/,/files/ENCFF560YUT/		ENCBS644KFM	1	1		Homo sapiens	unknown													/replicates/64cb257c-d9ad-407b-b06f-f3d9d9c7e4e2/				
/experiments/ENCSR755ARW/	ENCSR755ARW	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens naive thymus-derived CD4-positive, alpha-beta T cell	naive thymus-derived CD4-positive, alpha-beta T cell	GEO:GSE187778	polyA plus RNA-seq of naive thymus-derived CD4-positive, alpha-beta T cell.	David Hafler, Yale	ENCODE	released	/files/ENCFF529YYW/,/files/ENCFF488DNX/,/files/ENCFF012MMA/,/files/ENCFF695GOY/,/files/ENCFF174SKZ/,/files/ENCFF753JYQ/,/files/ENCFF614KET/,/files/ENCFF026CLW/,/files/ENCFF533ZSU/		ENCBS677DRS	1	1		Homo sapiens	unknown													/replicates/c1242000-1040-4682-8939-0f8f2bb06416/				
/experiments/ENCSR388NNP/	ENCSR388NNP	RNA-seq	total RNA-seq				Homo sapiens natural killer cell male adult (47 years)	natural killer cell	GEO:GSE219777	h.CD56+_DONOR 2: 0 hour no activation	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF831UDC/,/files/ENCFF368LBR/,/files/ENCFF641KPB/,/files/ENCFF786NLJ/,/files/ENCFF095JIK/,/files/ENCFF090AXL/,/files/ENCFF754SQW/,/files/ENCFF552AXL/,/files/ENCFF635WCQ/,/files/ENCFF625QBW/,/files/ENCFF744YDW/,/files/ENCFF321TTQ/,/files/ENCFF405MCT/,/files/ENCFF147ASN/,/files/ENCFF391LRZ/,/files/ENCFF187QQL/,/files/ENCFF263KEK/,/files/ENCFF982RXD/,/files/ENCFF740RBE/,/files/ENCFF951NZR/		ENCBS117WPK	1	1,2		Homo sapiens	adult	47 years												/replicates/7c010906-6966-42c3-88c7-483060aaaa40/,/replicates/252eff4e-94df-4467-8494-a97f2e6003c2/				
/experiments/ENCSR078WNY/	ENCSR078WNY	RNA-seq	total RNA-seq				Homo sapiens middle frontal area 46 tissue female adult (78 years)	middle frontal area 46	GEO:GSE219435	human_brain_Rush ID_E6329379_BS157_ENC4_cDNA707	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF094GNI/,/files/ENCFF107FHO/,/files/ENCFF402API/,/files/ENCFF661VRY/,/files/ENCFF752KLL/,/files/ENCFF347WST/,/files/ENCFF814YSK/,/files/ENCFF257VPE/,/files/ENCFF026CBU/,/files/ENCFF872OGS/	/disease-series/ENCSR191IRX/	ENCBS804NKI	1	1		Homo sapiens	adult	78 years												/replicates/93e3fac9-ec23-48e6-b4c0-be112d039698/				
/experiments/ENCSR177CWW/	ENCSR177CWW	RNA-seq	total RNA-seq				Homo sapiens activated naive CD4-positive, alpha-beta T cell male adult (48 years) treated with 50 U/mL Interleukin-2 for 72 hours, anti-CD3 and anti-CD28 coated beads for 72 hours	activated naive CD4-positive, alpha-beta T cell	GEO:GSE219554	h.CD4.Naive_DONOR 5: 72 Hour T cell activation (CD3.CD28 beads) + 50U/ml IL-2	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF069IMZ/,/files/ENCFF909VFX/,/files/ENCFF943EEF/,/files/ENCFF677AWO/,/files/ENCFF527WQZ/,/files/ENCFF964AQJ/,/files/ENCFF487CYI/,/files/ENCFF756CUI/,/files/ENCFF493PFV/,/files/ENCFF490YQW/		ENCBS710OBZ	1	1		Homo sapiens	adult	48 years	Interleukin-2,anti-CD3 and anti-CD28 coated beads	UniProtKB:P60568	50	U/mL	72	hour						/replicates/a386803a-b807-4e6a-baeb-644cef01c6ac/				
/experiments/ENCSR235PLU/	ENCSR235PLU	RNA-seq	total RNA-seq				Homo sapiens naive thymus-derived CD4-positive, alpha-beta T cell male adult (50 years)	naive thymus-derived CD4-positive, alpha-beta T cell	GEO:GSE219616	h.CD4.Naive_DONOR 6: 0 hour no activation	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF471XKR/,/files/ENCFF268WMW/,/files/ENCFF686UER/,/files/ENCFF046NUV/,/files/ENCFF772MOM/,/files/ENCFF011SVY/,/files/ENCFF388ZLS/,/files/ENCFF697AOP/,/files/ENCFF946ZAI/,/files/ENCFF590MSE/		ENCBS881DDA	1	1		Homo sapiens	adult	50 years												/replicates/df2d693a-1bb5-4961-b1cf-9215b5ffb6c4/				
/experiments/ENCSR927KSI/	ENCSR927KSI	RNA-seq	total RNA-seq				Homo sapiens natural killer cell male adult (33 years)	natural killer cell	GEO:GSE219919	PBMC (NK MACS sort)NK	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF738YZJ/,/files/ENCFF193JGE/,/files/ENCFF992USK/,/files/ENCFF909IYD/,/files/ENCFF874GLP/,/files/ENCFF933OZE/,/files/ENCFF322TPT/,/files/ENCFF835KTE/,/files/ENCFF559IXK/,/files/ENCFF288CSU/		ENCBS190MRQ	1	1		Homo sapiens	adult	33 years												/replicates/cbb42f28-1766-4493-a931-92084ff11dc9/				
/experiments/ENCSR015SAL/	ENCSR015SAL	RNA-seq	total RNA-seq				Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE219338	human_brain_Rush ID_E4638217_BS98_ENC4_cDNA675	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF304KZC/,/files/ENCFF481EJX/,/files/ENCFF473SOR/,/files/ENCFF520VBQ/,/files/ENCFF760AJD/,/files/ENCFF598DIH/,/files/ENCFF332GTA/,/files/ENCFF212FYI/,/files/ENCFF065EQS/,/files/ENCFF893LQY/	/disease-series/ENCSR497QVU/	ENCBS129NMG	1	1		Homo sapiens	adult	90 or above years												/replicates/df4bc3c1-d27f-4510-b23c-30874590594f/				
/experiments/ENCSR949UTT/	ENCSR949UTT	RNA-seq	total RNA-seq				Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (83 years)	middle frontal area 46	GEO:GSE219936	human_brain_Rush ID_8282759_BS106_ENC4_cDNA660	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF728GPJ/,/files/ENCFF976UMX/,/files/ENCFF540JTZ/,/files/ENCFF581SQH/,/files/ENCFF568QQJ/,/files/ENCFF410FVM/,/files/ENCFF729TKX/,/files/ENCFF434DLJ/,/files/ENCFF788PUW/,/files/ENCFF630BSE/	/disease-series/ENCSR501EEQ/	ENCBS431HLD	1	1		Homo sapiens	adult	83 years												/replicates/439e8b99-31a3-4b8f-820f-418cfa949257/				
/experiments/ENCSR634JQK/	ENCSR634JQK	RNA-seq	total RNA-seq				Homo sapiens middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE219546	human_brain_Rush ID_9867116_BS108_ENC4_cDNA662	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF688JFN/,/files/ENCFF803FBL/,/files/ENCFF416UGY/,/files/ENCFF482BDQ/,/files/ENCFF504BTV/,/files/ENCFF042XFA/,/files/ENCFF058FMM/,/files/ENCFF085IWM/,/files/ENCFF169PFE/,/files/ENCFF417LPS/	/disease-series/ENCSR672MQV/	ENCBS253LWF	1	1		Homo sapiens	adult	90 or above years												/replicates/5ab77012-29a6-493b-8216-933a114642e1/				
/experiments/ENCSR826FNO/	ENCSR826FNO	RNA-seq	total RNA-seq				Homo sapiens middle frontal area 46 tissue male adult (84 years)	middle frontal area 46	GEO:GSE219806	human_brain_Rush ID_E7148318_BS165_ENC4_cDNA715	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF999PVE/,/files/ENCFF855PQL/,/files/ENCFF753LRK/,/files/ENCFF835IFP/,/files/ENCFF992KRW/,/files/ENCFF169BDB/,/files/ENCFF701UHK/,/files/ENCFF175WIB/,/files/ENCFF598DLS/,/files/ENCFF334RCT/	/disease-series/ENCSR694JPJ/	ENCBS934BVK	1	1		Homo sapiens	adult	84 years												/replicates/37c35982-1549-4453-92d7-e107ad221d38/				
/experiments/ENCSR209TIR/	ENCSR209TIR	RNA-seq	total RNA-seq				Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue male adult (90 or above years)	middle frontal area 46	GEO:GSE219584	human_brain_Rush ID_E7886851_BS164_ENC4_cDNA714	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF958QLT/,/files/ENCFF311HTK/,/files/ENCFF965SFD/,/files/ENCFF844ADU/,/files/ENCFF360HFH/,/files/ENCFF688XGW/,/files/ENCFF425HER/,/files/ENCFF128CDN/,/files/ENCFF651UKQ/,/files/ENCFF016CGQ/	/disease-series/ENCSR580PTZ/	ENCBS544WUH	1	1		Homo sapiens	adult	90 or above years												/replicates/614bf6a8-0883-4e35-b9bb-c19ae2e750e0/				
