File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF840KJP	tsv	tsv		gene quantifications	GRCh38	ENCSR588TSF	polyA plus RNA-seq	/human-donors/ENCDO922TOC/	CL:0000897	CD4-positive, alpha-beta memory T cell	primary cell	Homo sapiens											polyadenylated mRNA					unstranded	2021-09-21	ENCODE		chemical (Illumina TruSeq)	300-500	1	1_1							/files/ENCFF392VJO/, /files/ENCFF285DRD/	10865397	ENCODE Processing Pipeline	dd890863b1f712d1d5983679c633c7ec		https://www.encodeproject.org/files/ENCFF840KJP/@@download/ENCFF840KJP.tsv	V29			released	s3://encode-public/2021/09/15/0cabd6b7-5c15-457b-90c3-fe9629efd07b/ENCFF840KJP.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/09/15/0cabd6b7-5c15-457b-90c3-fe9629efd07b/ENCFF840KJP.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF046FZP	tsv	tsv		gene quantifications	GRCh38	ENCSR968ACN	polyA plus RNA-seq	/human-donors/ENCDO553CCA/	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											polyadenylated mRNA					unstranded	2021-09-21	ENCODE		chemical (Illumina TruSeq)	300-500	1	1_1							/files/ENCFF981HAU/, /files/ENCFF285DRD/	10896081	ENCODE Processing Pipeline	4ff267636cc8026cab56aa1017bf0fe0		https://www.encodeproject.org/files/ENCFF046FZP/@@download/ENCFF046FZP.tsv	V29			released	s3://encode-public/2021/09/15/00ad27ad-d8f2-4ab4-b2ff-44b409e87b93/ENCFF046FZP.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/09/15/00ad27ad-d8f2-4ab4-b2ff-44b409e87b93/ENCFF046FZP.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF421URR	tsv	tsv		gene quantifications	GRCh38	ENCSR491XNW	polyA plus RNA-seq	/human-donors/ENCDO553CCA/	CL:0000909	CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens											polyadenylated mRNA					unstranded	2021-09-21	ENCODE		chemical (Illumina TruSeq)	300-500	1	1_1							/files/ENCFF150POO/, /files/ENCFF285DRD/	10868784	ENCODE Processing Pipeline	a65040310aa8705d6e3ea7abb74f4431		https://www.encodeproject.org/files/ENCFF421URR/@@download/ENCFF421URR.tsv	V29			released	s3://encode-public/2021/09/15/0ca4335c-eca6-4b74-a77b-90e14b325ff0/ENCFF421URR.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/09/15/0ca4335c-eca6-4b74-a77b-90e14b325ff0/ENCFF421URR.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF697MGX	tsv	tsv		gene quantifications	GRCh38	ENCSR038QZA	polyA plus RNA-seq	/human-donors/ENCDO553CCA/	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											polyadenylated mRNA					unstranded	2021-09-21	ENCODE		chemical (Illumina TruSeq)	300-500	1	1_1							/files/ENCFF285DRD/, /files/ENCFF413IEX/	10898808	ENCODE Processing Pipeline	564d94475e18abf012855c1033393e1b		https://www.encodeproject.org/files/ENCFF697MGX/@@download/ENCFF697MGX.tsv	V29			released	s3://encode-public/2021/09/15/ec588359-6bf6-467e-8435-058638b37593/ENCFF697MGX.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/09/15/ec588359-6bf6-467e-8435-058638b37593/ENCFF697MGX.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF233GBY	tsv	tsv		gene quantifications	GRCh38	ENCSR011VQI	total RNA-seq	/human-donors/ENCDO662KZD/	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											RNA					reverse	2022-07-01	ENCODE				1	1_1							/files/ENCFF154SCZ/, /files/ENCFF285DRD/	11014219	ENCODE Processing Pipeline	2787a419f5c5099ed02e4181eb745408		https://www.encodeproject.org/files/ENCFF233GBY/@@download/ENCFF233GBY.tsv	V29			released	s3://encode-public/2022/06/24/8baf5f4e-0515-4e17-8450-6ea0659587d3/ENCFF233GBY.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/8baf5f4e-0515-4e17-8450-6ea0659587d3/ENCFF233GBY.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF589OBI	tsv	tsv		gene quantifications	GRCh38	ENCSR011VQI	total RNA-seq	/human-donors/ENCDO662KZD/	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											RNA					reverse	2022-07-01	ENCODE				1	1_2							/files/ENCFF185PWJ/, /files/ENCFF285DRD/	11022089	ENCODE Processing Pipeline	3b8997455f67e3fd7907ea0e8fbaefab		https://www.encodeproject.org/files/ENCFF589OBI/@@download/ENCFF589OBI.tsv	V29			released	s3://encode-public/2022/06/24/600c8ed1-4d8b-4367-92e0-7af10342a108/ENCFF589OBI.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/600c8ed1-4d8b-4367-92e0-7af10342a108/ENCFF589OBI.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF677FGG	tsv	tsv		gene quantifications	GRCh38	ENCSR631GOR	total RNA-seq	/human-donors/ENCDO637GUS/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1							/files/ENCFF761SYL/, /files/ENCFF285DRD/	10999547	ENCODE Processing Pipeline	dac1a0408e91579e7af0bdac8ffaf3c4		https://www.encodeproject.org/files/ENCFF677FGG/@@download/ENCFF677FGG.tsv	V29			released	s3://encode-public/2022/05/13/06078f3d-19b1-49b1-a9bc-81bd104461ef/ENCFF677FGG.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/06078f3d-19b1-49b1-a9bc-81bd104461ef/ENCFF677FGG.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF918UCH	tsv	tsv		gene quantifications	GRCh38	ENCSR363BVN	polyA plus RNA-seq	/human-donors/ENCDO836ICQ/	CL:0000788	naive B cell	primary cell	Homo sapiens											polyadenylated mRNA					unstranded	2021-09-21	ENCODE		chemical (Illumina TruSeq)	300-500	1	1_1							/files/ENCFF934JQT/, /files/ENCFF285DRD/	10820275	ENCODE Processing Pipeline	e1d0a40dc694b855de42f4409fc2384f		https://www.encodeproject.org/files/ENCFF918UCH/@@download/ENCFF918UCH.tsv	V29			released	s3://encode-public/2021/09/15/0d0f6196-87c0-4978-98e7-cf7c6894812d/ENCFF918UCH.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/09/15/0d0f6196-87c0-4978-98e7-cf7c6894812d/ENCFF918UCH.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF189KUN	tsv	tsv		gene quantifications	GRCh38	ENCSR077EAM	total RNA-seq	/human-donors/ENCDO282XZV/	CL:0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	Homo sapiens											RNA					reverse	2022-07-01	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF973FRM/	11013936	ENCODE Processing Pipeline	4a7b53d193be977fe90dc4dc7d65e8b7		https://www.encodeproject.org/files/ENCFF189KUN/@@download/ENCFF189KUN.tsv	V29			released	s3://encode-public/2022/06/24/c8249796-4fab-416a-b53a-1e57e613f396/ENCFF189KUN.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/c8249796-4fab-416a-b53a-1e57e613f396/ENCFF189KUN.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF193HYH	tsv	tsv		gene quantifications	GRCh38	ENCSR995GRL	total RNA-seq	/human-donors/ENCDO282XZV/	NTR:0000537	activated T-cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	72 hour								RNA					reverse	2022-07-01	ENCODE				1	1_3							/files/ENCFF285DRD/, /files/ENCFF287NOI/	11036793	ENCODE Processing Pipeline	5f83ecad07980a72a43c22515b2e4ab9		https://www.encodeproject.org/files/ENCFF193HYH/@@download/ENCFF193HYH.tsv	V29			released	s3://encode-public/2022/06/24/f0048470-4c70-45fc-a305-beb6d00d1bc6/ENCFF193HYH.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/f0048470-4c70-45fc-a305-beb6d00d1bc6/ENCFF193HYH.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF065ZFA	tsv	tsv		gene quantifications	GRCh38	ENCSR995GRL	total RNA-seq	/human-donors/ENCDO282XZV/	NTR:0000537	activated T-cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	72 hour								RNA					reverse	2022-07-01	ENCODE				1	1_4							/files/ENCFF285DRD/, /files/ENCFF238ROO/	11038336	ENCODE Processing Pipeline	2203dc9491d5e8b5aa444ada986dd41c		https://www.encodeproject.org/files/ENCFF065ZFA/@@download/ENCFF065ZFA.tsv	V29			released	s3://encode-public/2022/06/24/071809d7-90da-4a7d-a9ac-c30f35a03b12/ENCFF065ZFA.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/071809d7-90da-4a7d-a9ac-c30f35a03b12/ENCFF065ZFA.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF810MOY	tsv	tsv		gene quantifications	GRCh38	ENCSR995GRL	total RNA-seq	/human-donors/ENCDO282XZV/	NTR:0000537	activated T-cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	72 hour								RNA					reverse	2022-07-01	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF666WAL/	11034359	ENCODE Processing Pipeline	f32b773aa69178cf2f523a9c0183662b		https://www.encodeproject.org/files/ENCFF810MOY/@@download/ENCFF810MOY.tsv	V29			released	s3://encode-public/2022/06/24/bf47faaf-5aee-46fa-9a68-c76bed57fba0/ENCFF810MOY.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/bf47faaf-5aee-46fa-9a68-c76bed57fba0/ENCFF810MOY.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF129KBO	tsv	tsv		gene quantifications	GRCh38	ENCSR995GRL	total RNA-seq	/human-donors/ENCDO282XZV/	NTR:0000537	activated T-cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	50 U/mL	72 hour								RNA					reverse	2022-07-01	ENCODE				1	1_2							/files/ENCFF285DRD/, /files/ENCFF723JLN/	11030948	ENCODE Processing Pipeline	e83a63ad56ad20571a633622f26850f4		https://www.encodeproject.org/files/ENCFF129KBO/@@download/ENCFF129KBO.tsv	V29			released	s3://encode-public/2022/06/24/d8ba42c3-1d37-41cd-9f83-2ce13b6419ad/ENCFF129KBO.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/06/24/d8ba42c3-1d37-41cd-9f83-2ce13b6419ad/ENCFF129KBO.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF255XIK	tsv	tsv		gene quantifications	GRCh38	ENCSR972TMF	polyA plus RNA-seq	/human-donors/ENCDO836ICQ/	CL:0000823	immature natural killer cell	primary cell	Homo sapiens											polyadenylated mRNA					unstranded	2021-09-21	ENCODE		chemical (Illumina TruSeq)	300-500	1	1_1							/files/ENCFF413ZWN/, /files/ENCFF285DRD/	10827485	ENCODE Processing Pipeline	3709b3d61a1c5f14319c8f07b690dd07		https://www.encodeproject.org/files/ENCFF255XIK/@@download/ENCFF255XIK.tsv	V29			released	s3://encode-public/2021/09/15/b765eaba-8e7e-405d-a7cb-38bf69be6d1c/ENCFF255XIK.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/09/15/b765eaba-8e7e-405d-a7cb-38bf69be6d1c/ENCFF255XIK.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF171CVM	tsv	tsv		gene quantifications	GRCh38	ENCSR266LHQ	polyA plus RNA-seq	/human-donors/ENCDO976NED/	CL:0000897	CD4-positive, alpha-beta memory T cell	primary cell	Homo sapiens											polyadenylated mRNA					unstranded	2021-09-21	ENCODE		chemical (Illumina TruSeq)	300-500	1	1_1							/files/ENCFF293CEK/, /files/ENCFF285DRD/	10916632	ENCODE Processing Pipeline	22061b7fb8110f301d8788940893803b		https://www.encodeproject.org/files/ENCFF171CVM/@@download/ENCFF171CVM.tsv	V29			released	s3://encode-public/2021/09/15/244df1fa-d94f-47ba-9f45-dedad4777a05/ENCFF171CVM.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/09/15/244df1fa-d94f-47ba-9f45-dedad4777a05/ENCFF171CVM.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF907UUO	tsv	tsv		gene quantifications	GRCh38	ENCSR377HQQ	polyA plus RNA-seq	/human-donors/ENCDO157PKH/	CL:0000897	CD4-positive, alpha-beta memory T cell	primary cell	Homo sapiens											polyadenylated mRNA					unstranded	2021-09-21	ENCODE		chemical (Illumina TruSeq)	300-500	1	1_1							/files/ENCFF835EAJ/, /files/ENCFF285DRD/	10892734	ENCODE Processing Pipeline	04c187b291874bda2528313e29ebe0c9		https://www.encodeproject.org/files/ENCFF907UUO/@@download/ENCFF907UUO.tsv	V29			released	s3://encode-public/2021/09/15/f2534621-7e44-4ff6-81c5-b5d9bc890721/ENCFF907UUO.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/09/15/f2534621-7e44-4ff6-81c5-b5d9bc890721/ENCFF907UUO.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF417QDC	tsv	tsv		gene quantifications	GRCh38	ENCSR307FAG	polyA plus RNA-seq	/human-donors/ENCDO976NED/	CL:0000788	naive B cell	primary cell	Homo sapiens											polyadenylated mRNA					unstranded	2021-09-21	ENCODE		chemical (Illumina TruSeq)	300-500	1	1_1							/files/ENCFF592IAX/, /files/ENCFF285DRD/	10875719	ENCODE Processing Pipeline	9c804c58bea03f657d5ac899538c47db		https://www.encodeproject.org/files/ENCFF417QDC/@@download/ENCFF417QDC.tsv	V29			released	s3://encode-public/2021/09/15/5c553a7e-a1b3-4bbc-92a4-1bf7dea9f523/ENCFF417QDC.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/09/15/5c553a7e-a1b3-4bbc-92a4-1bf7dea9f523/ENCFF417QDC.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
