File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF787UAV	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR456HKF	BruChase-seq	/human-donors/ENCDO109DGE/	EFO:0002819	Calu3	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF631UEG/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	170105615	Mats Ljungman, UMichigan	2b82cd92b79845feb5007e75859a117b		https://www.encodeproject.org/files/ENCFF787UAV/@@download/ENCFF787UAV.bigWig				released	s3://encode-public/2021/09/03/2f984415-a192-497c-a030-4e9f98c76569/ENCFF787UAV.bigWig	Lab custom GRCh38	released			
ENCFF545IBO	bam	bam		unfiltered alignments	GRCh38	ENCSR135DZR	BruChase-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	5	5_1		151					/files/ENCFF280LBW/, /files/ENCFF975XXS/, /files/ENCFF851HHR/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF267BFZ/	4027909514	Mats Ljungman, UMichigan	765ecc580bf782b016f92e484cc8f453		https://www.encodeproject.org/files/ENCFF545IBO/@@download/ENCFF545IBO.bam				released	s3://encode-public/2020/06/08/5f822b3a-8bc7-4d6b-bd2b-5e2146e997ec/ENCFF545IBO.bam	Lab custom GRCh38	released			
ENCFF297FBF	bam	bam		unfiltered alignments	GRCh38	ENCSR135DZR	BruChase-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	6	6_1		151					/files/ENCFF280LBW/, /files/ENCFF390CLI/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF988UOD/, /files/ENCFF267BFZ/	5433529342	Mats Ljungman, UMichigan	b4f86994d1acd8aef3b42e92ad7ed800		https://www.encodeproject.org/files/ENCFF297FBF/@@download/ENCFF297FBF.bam				released	s3://encode-public/2020/06/08/0aa0bb62-40d1-4931-b475-6fa2ad188da1/ENCFF297FBF.bam	Lab custom GRCh38	released			
ENCFF319YTM	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR135DZR	BruChase-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	5	5_1							/files/ENCFF545IBO/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	163226577	Mats Ljungman, UMichigan	c8834976a34554dc05179871b3e888b3		https://www.encodeproject.org/files/ENCFF319YTM/@@download/ENCFF319YTM.bigWig				released	s3://encode-public/2021/09/03/8be0284e-3c7a-4827-a337-fcef17ac5027/ENCFF319YTM.bigWig	Lab custom GRCh38	released			
ENCFF137AGP	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR135DZR	BruChase-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	5	5_1							/files/ENCFF545IBO/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	155221346	Mats Ljungman, UMichigan	d465e7713c15d70501a3590d8b42d9b3		https://www.encodeproject.org/files/ENCFF137AGP/@@download/ENCFF137AGP.bigWig				released	s3://encode-public/2021/09/03/a0d23d72-226b-4ffd-8943-242105a4ffa0/ENCFF137AGP.bigWig	Lab custom GRCh38	released			
ENCFF836JOI	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR135DZR	BruChase-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	6	6_1							/files/ENCFF297FBF/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	211552458	Mats Ljungman, UMichigan	14b687a10bf47645237958dd9037129a		https://www.encodeproject.org/files/ENCFF836JOI/@@download/ENCFF836JOI.bigWig				released	s3://encode-public/2021/09/03/f7775670-95f0-47b3-8203-515ae5425741/ENCFF836JOI.bigWig	Lab custom GRCh38	released			
ENCFF983ITD	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR135DZR	BruChase-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	6	6_1							/files/ENCFF297FBF/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	203693839	Mats Ljungman, UMichigan	274bf52ac6992e0899e628889c8e72e3		https://www.encodeproject.org/files/ENCFF983ITD/@@download/ENCFF983ITD.bigWig				released	s3://encode-public/2021/09/03/f9c8b63f-9fa6-47e4-8491-a957834366f1/ENCFF983ITD.bigWig	Lab custom GRCh38	released			
ENCFF150AZS	bam	bam		unfiltered alignments	GRCh38	ENCSR974AQD	Bru-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	5	5_1		151					/files/ENCFF796XIZ/, /files/ENCFF280LBW/, /files/ENCFF072LGA/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF267BFZ/	4694682186	Mats Ljungman, UMichigan	b974d5f99b2ad326cc637fd89e9bc773		https://www.encodeproject.org/files/ENCFF150AZS/@@download/ENCFF150AZS.bam				released	s3://encode-public/2020/06/08/d88e3826-6095-43e9-8a4a-84cdc8ff677b/ENCFF150AZS.bam	Lab custom GRCh38	released			
ENCFF857UPA	bam	bam		unfiltered alignments	GRCh38	ENCSR974AQD	Bru-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	6	6_1		151					/files/ENCFF280LBW/, /files/ENCFF758VKC/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF259BSD/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF267BFZ/	6048682903	Mats Ljungman, UMichigan	a3602f85538c1a10e683d258ac03b0be		https://www.encodeproject.org/files/ENCFF857UPA/@@download/ENCFF857UPA.bam				released	s3://encode-public/2020/06/08/42c2d751-872e-4707-9abc-6067da3d8d1a/ENCFF857UPA.bam	Lab custom GRCh38	released			
ENCFF236ASR	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR974AQD	Bru-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	5	5_1							/files/ENCFF150AZS/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	253936262	Mats Ljungman, UMichigan	805b962baa923db9137590f1562818e2		https://www.encodeproject.org/files/ENCFF236ASR/@@download/ENCFF236ASR.bigWig				released	s3://encode-public/2021/09/03/f08e7f19-4987-4aa8-b2dc-77dc7aa99205/ENCFF236ASR.bigWig	Lab custom GRCh38	released			
ENCFF326HRE	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR974AQD	Bru-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	5	5_1							/files/ENCFF150AZS/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	250780320	Mats Ljungman, UMichigan	7282b7db221895efb0e02febba5bf35f		https://www.encodeproject.org/files/ENCFF326HRE/@@download/ENCFF326HRE.bigWig				released	s3://encode-public/2021/09/03/b31b1e08-9948-42ef-9362-d6c1e665ce58/ENCFF326HRE.bigWig	Lab custom GRCh38	released			
ENCFF414BDG	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR974AQD	Bru-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	6	6_1							/files/ENCFF857UPA/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	308292552	Mats Ljungman, UMichigan	82f4180d508cab90d2d3063480ecb216		https://www.encodeproject.org/files/ENCFF414BDG/@@download/ENCFF414BDG.bigWig				released	s3://encode-public/2021/09/03/2b01cf37-2103-4110-9c47-5f05d7ba884a/ENCFF414BDG.bigWig	Lab custom GRCh38	released			
ENCFF315MYY	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR974AQD	Bru-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	6	6_1							/files/ENCFF857UPA/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	295175160	Mats Ljungman, UMichigan	3f05c7509e8a31a66b7137bc2ae67953		https://www.encodeproject.org/files/ENCFF315MYY/@@download/ENCFF315MYY.bigWig				released	s3://encode-public/2021/09/03/1ab889da-1ef6-42d0-95b7-b4b04b21cb38/ENCFF315MYY.bigWig	Lab custom GRCh38	released			
ENCFF818DDB	bam	bam		unfiltered alignments	GRCh38	ENCSR874VJT	BruChase-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	2	2_1		151					/files/ENCFF714NSK/, /files/ENCFF280LBW/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF332DDG/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF267BFZ/	3971853613	Mats Ljungman, UMichigan	4da23d4081c4bd7ff509312bcde388df		https://www.encodeproject.org/files/ENCFF818DDB/@@download/ENCFF818DDB.bam				released	s3://encode-public/2020/09/11/c615bc40-6106-4268-b29f-af46f2481b5f/ENCFF818DDB.bam	Lab custom GRCh38	released			
ENCFF426DHH	bam	bam		unfiltered alignments	GRCh38	ENCSR874VJT	BruChase-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	1	1_1		151					/files/ENCFF280LBW/, /files/ENCFF635ZUC/, /files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/gencode.v29.primary_assembly.annotation_UCSC_names/, /files/ENCFF267BFZ/, /files/ENCFF546YIP/	5280173601	Mats Ljungman, UMichigan	b65324a5fc6ed99aa2eb18d7a5e9f25c		https://www.encodeproject.org/files/ENCFF426DHH/@@download/ENCFF426DHH.bam				released	s3://encode-public/2020/09/11/dc6d8262-a1ff-4506-9829-22c246c0ecde/ENCFF426DHH.bam	Lab custom GRCh38	released			
ENCFF905CCX	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR874VJT	BruChase-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	1	1_1							/files/ENCFF426DHH/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	275653000	Mats Ljungman, UMichigan	997eedad8f7ee031b58d8d4b71d5c56c		https://www.encodeproject.org/files/ENCFF905CCX/@@download/ENCFF905CCX.bigWig				released	s3://encode-public/2021/09/03/01e3c4db-eb35-46b6-8d17-5fb86d7e64b5/ENCFF905CCX.bigWig	Lab custom GRCh38	released			
ENCFF365ULT	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR874VJT	BruChase-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	1	1_1							/files/ENCFF426DHH/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	253271629	Mats Ljungman, UMichigan	9ddca858d3893458996bbeecbbd24adf		https://www.encodeproject.org/files/ENCFF365ULT/@@download/ENCFF365ULT.bigWig				released	s3://encode-public/2021/09/03/c0d5f595-bf91-469a-8e07-91b46224b244/ENCFF365ULT.bigWig	Lab custom GRCh38	released			
ENCFF709JZQ	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR874VJT	BruChase-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	2	2_1							/files/ENCFF818DDB/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	217340320	Mats Ljungman, UMichigan	04cfb9cab5307bb1054793438880cf85		https://www.encodeproject.org/files/ENCFF709JZQ/@@download/ENCFF709JZQ.bigWig				released	s3://encode-public/2021/09/03/c7739e86-18ff-42e7-9dd4-7bd58e89f4a8/ENCFF709JZQ.bigWig	Lab custom GRCh38	released			
ENCFF464PKA	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR874VJT	BruChase-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	2	2_1							/files/ENCFF818DDB/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	199766064	Mats Ljungman, UMichigan	29221f474fc0946ada43b869a70d0cfd		https://www.encodeproject.org/files/ENCFF464PKA/@@download/ENCFF464PKA.bigWig				released	s3://encode-public/2021/09/03/37f7cd46-8f8e-46a8-953b-4b1c911f8e71/ENCFF464PKA.bigWig	Lab custom GRCh38	released			
ENCFF555QML	bam	bam		unfiltered alignments	GRCh38	ENCSR656QKV	BruChase-seq	/human-donors/ENCDO628LXZ/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1		151					/files/ENCFF490QTG/, /files/ENCFF404OPF/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	4307571659	Mats Ljungman, UMichigan	7625be8717e0dd34dceeb45969a25313		https://www.encodeproject.org/files/ENCFF555QML/@@download/ENCFF555QML.bam				released	s3://encode-public/2021/09/03/f110bbbb-7225-4a2a-9fbf-9561797d9d58/ENCFF555QML.bam	Lab custom GRCh38	released			
ENCFF734HIM	bam	bam		unfiltered alignments	GRCh38	ENCSR656QKV	BruChase-seq	/human-donors/ENCDO628LXZ/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1		151					/files/ENCFF490QTG/, /files/ENCFF404OPF/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	748855294	Mats Ljungman, UMichigan	fd7f9bc29560c42c22461a4ed1a29b03		https://www.encodeproject.org/files/ENCFF734HIM/@@download/ENCFF734HIM.bam				released	s3://encode-public/2021/09/03/d57de68e-d392-4128-ac80-de72512d44a4/ENCFF734HIM.bam	Lab custom GRCh38	released			
ENCFF958LBQ	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR656QKV	BruChase-seq	/human-donors/ENCDO628LXZ/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF555QML/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	174866491	Mats Ljungman, UMichigan	ad67fca0e8256e187b8d6051f4e9b549		https://www.encodeproject.org/files/ENCFF958LBQ/@@download/ENCFF958LBQ.bigWig				released	s3://encode-public/2021/09/03/4372a44c-87e4-4de5-91eb-8abf3d9e0311/ENCFF958LBQ.bigWig	Lab custom GRCh38	released			
ENCFF202RNP	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR656QKV	BruChase-seq	/human-donors/ENCDO628LXZ/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF555QML/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	168328877	Mats Ljungman, UMichigan	8966fbe580cd9c80650389fed6d39e47		https://www.encodeproject.org/files/ENCFF202RNP/@@download/ENCFF202RNP.bigWig				released	s3://encode-public/2021/09/03/2305974a-6eb9-4fc7-8ada-c8ff530e2311/ENCFF202RNP.bigWig	Lab custom GRCh38	released			
ENCFF065LBL	bam	bam		unfiltered alignments	GRCh38	ENCSR656QKV	BruChase-seq	/human-donors/ENCDO628LXZ/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1		151					/files/ENCFF134PPF/, /files/ENCFF831ZQJ/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	4962373049	Mats Ljungman, UMichigan	d2580b6e1fff4fe2406666e53b517fcf		https://www.encodeproject.org/files/ENCFF065LBL/@@download/ENCFF065LBL.bam				released	s3://encode-public/2021/09/03/e4ff28e9-fb0a-4617-a75e-8550a0bb25d0/ENCFF065LBL.bam	Lab custom GRCh38	released			
ENCFF185IRW	bam	bam		unfiltered alignments	GRCh38	ENCSR656QKV	BruChase-seq	/human-donors/ENCDO628LXZ/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1		151					/files/ENCFF134PPF/, /files/ENCFF831ZQJ/, /files/ENCFF267BFZ/, /files/ENCFF280LBW/	920097160	Mats Ljungman, UMichigan	bca17194448c099a87afc21c668e8506		https://www.encodeproject.org/files/ENCFF185IRW/@@download/ENCFF185IRW.bam				released	s3://encode-public/2021/09/03/49e78943-7f44-4a50-bd9f-15b5dc23558d/ENCFF185IRW.bam	Lab custom GRCh38	released			
